,braid,free_part,torsion_part,total_num_FP,total_num_TP
6212,"[-1, -1, -3, -1, -1, -2, -1, 2, 2]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
6213,"[1, 2, -3, -3, -2, 3, -2, 3, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6214,"[2, -2, -2, -3, -1, -2, -3, -3, 1]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
6215,"[2, 3, 1, 1, -3, 1, 1, -3, -1]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
6216,"[-1, 3, 1, 3, 3, -1, -3, 1, 2]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
6217,"[1, 1, 3, -2, -3, 1, -3, 2, 1]","{(-3, -2): 1, (1, -1): 1, (1, 0): 2, (3, 0): 1, (3, 1): 1, (5, 1): 1, (5, 2): 1, (7, 2): 1, (7, 3): 1, (9, 3): 1, (11, 4): 1}","{(-1, -1): {2: 1}, (3, 1): {2: 1}, (5, 2): {2: 1}, (7, 3): {2: 1}, (9, 4): {2: 1}}",12,5
6218,"[2, 2, 1, 1, -2, 2, -2, 2, 2]","{(2, 0): 1, (4, 0): 1, (6, 2): 2, (8, 2): 1, (10, 3): 1, (10, 4): 1, (14, 5): 1}","{(8, 3): {2: 1}, (12, 5): {2: 1}}",8,2
6219,"[1, 2, -1, -2, 2, 1, -3, 3, 1]","{(0, 0): 1, (2, 0): 1, (4, 2): 1, (6, 2): 1}",{},4,0
6220,"[3, -2, -3, 1, 2, -3, -1, -1, -2]","{(-11, -4): 1, (-9, -4): 1, (-7, -2): 2, (-5, -2): 2, (-3, 0): 1, (-1, 0): 1}",{},8,0
6221,"[-2, -3, 3, -2, 1, 2, 1, 2, 2]","{(0, 0): 1, (2, 0): 1, (4, 2): 1, (6, 2): 1}",{},4,0
6222,"[3, 3, 2, 3, -2, -3, -1, -3, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6223,"[-1, 3, -3, 3, -1, 1, -3, 3, 1]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0
6224,"[-1, 2, 1, -2, 3, 3, 1, -1, -1]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
6225,"[-1, -2, -3, -3, 1, -1, 3, -2, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6226,"[2, -2, -1, -1, 1, -1, 1, 1, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6227,"[3, -3, -1, -2, 3, 3, 1, -2, 1]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
6228,"[1, 3, -2, 2, -3, 2, 2, 1, 1]","{(2, 0): 1, (4, 0): 1, (6, 2): 2, (8, 2): 1, (10, 3): 1, (10, 4): 1, (14, 5): 1}","{(8, 3): {2: 1}, (12, 5): {2: 1}}",8,2
6229,"[-1, -1, -1, -3, -1, -2, 3, 1, -1]","{(-13, -4): 1, (-11, -4): 2, (-11, -3): 1, (-9, -4): 1, (-9, -3): 1, (-7, -2): 1, (-5, -2): 1, (-5, 0): 1, (-3, 0): 2, (-1, 0): 1}","{(-9, -2): {2: 1}, (-7, -2): {2: 1}}",12,2
6230,"[2, -2, -1, 3, -2, 2, -2, 1, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6231,"[-3, -1, -3, 1, 1, -1, 1, 2, -1]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
6232,"[-1, -1, -3, 2, -3, -1, -2, -2, -3]","{(-21, -8): 1, (-19, -7): 2, (-17, -7): 1, (-17, -6): 2, (-15, -6): 2, (-15, -5): 4, (-13, -5): 2, (-13, -4): 2, (-11, -4): 4, (-11, -3): 3, (-9, -3): 2, (-9, -2): 2, (-7, -2): 3, (-5, -1): 2, (-5, 0): 1, (-3, 0): 1}","{(-19, -7): {2: 1}, (-17, -6): {2: 2}, (-15, -5): {2: 2}, (-13, -4): {2: 4}, (-11, -3): {2: 2}, (-9, -2): {2: 3}, (-7, -1): {2: 2}}",34,16
6233,"[2, 2, -1, -1, 3, -2, 1, -3, -3]","{(-9, -4): 1, (-5, -3): 1, (-5, -2): 1, (-3, -1): 1, (-1, -1): 1, (-1, 0): 1, (1, 0): 2, (1, 1): 1, (5, 2): 1}","{(-7, -3): {2: 1}, (-3, -1): {2: 1}, (-1, 0): {2: 1}, (3, 2): {2: 1}}",10,4
6234,"[3, 2, -2, -1, -2, -2, -2, 1, -1]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
6235,"[-2, 1, -1, -3, 2, 1, 3, -3, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6236,"[2, 3, 3, 2, -1, 2, 3, -2, -2]","{(1, 0): 1, (3, 0): 1, (3, 1): 1, (5, 2): 1, (7, 2): 1, (9, 3): 1, (9, 4): 1, (13, 5): 1}","{(5, 2): {2: 1}, (7, 3): {2: 1}, (11, 5): {2: 1}}",8,3
6237,"[-1, -3, 2, -3, 1, 2, 3, 2, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6238,"[-1, 3, 3, -2, -2, 2, 1, 1, -1]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
6239,"[2, 3, -3, -2, -3, -2, 1, -1, -1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6240,"[2, 2, 3, -3, 3, -3, -2, 3, -1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6241,"[1, -2, 3, -3, 2, 3, -1, -1, -1]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
6242,"[-1, 2, -2, 1, -1, -3, -1, -3, -3]","{(-15, -5): 1, (-13, -5): 1, (-11, -4): 1, (-11, -3): 1, (-9, -4): 1, (-9, -3): 1, (-9, -2): 1, (-7, -2): 3, (-5, -2): 2, (-5, 0): 1, (-3, 0): 2, (-1, 0): 1}","{(-13, -4): {2: 1}, (-11, -4): {2: 1}, (-9, -2): {2: 1}, (-7, -2): {2: 1}}",16,4
6243,"[-2, -1, 1, 1, -1, 2, 1, -1, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6244,"[-2, 1, -1, -2, -1, -3, -2, 3, 1]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
6245,"[-1, 3, -1, 1, -1, -2, -2, -2, 2]","{(-11, -4): 1, (-9, -4): 1, (-7, -2): 2, (-5, -2): 2, (-3, 0): 1, (-1, 0): 1}",{},8,0
6246,"[3, 3, -1, -2, 3, -3, -2, 3, 1]","{(-5, -2): 1, (-3, -2): 2, (-1, -2): 1, (-1, 0): 2, (1, 0): 3, (3, 0): 1, (3, 1): 1, (3, 2): 1, (5, 1): 1, (5, 2): 1, (7, 3): 1, (9, 3): 1}","{(1, 1): {2: 1}, (3, 1): {2: 1}, (5, 3): {2: 1}, (7, 3): {2: 1}}",16,4
6247,"[3, 2, 3, 3, 2, -3, -2, -3, 3]","{(0, 0): 1, (2, 0): 1, (4, 2): 1, (6, 2): 1}",{},4,0
6248,"[1, 2, 2, 3, 2, -1, -3, -2, -2]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
6249,"[1, 2, 1, 1, 3, 1, 3, 2, 1]","{(5, 0): 1, (7, 0): 1, (9, 2): 2, (11, 2): 1, (11, 4): 1, (13, 3): 1, (13, 4): 3, (15, 6): 1, (17, 5): 2, (17, 6): 2, (21, 7): 1}","{(11, 3): {2: 1}, (15, 5): {2: 2}, (19, 7): {2: 1}}",16,4
6250,"[-3, 3, -3, 2, -2, 1, -2, 1, -3]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
6251,"[-1, 2, 2, -1, 2, -2, 1, 3, 2]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
6252,"[3, 2, 1, -2, -1, -3, -3, -1, -2]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
6253,"[2, -3, 2, -1, -1, -3, 1, 3, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6254,"[1, -3, 1, 3, 2, 3, 3, 1, 1]","{(3, 0): 1, (5, 0): 1, (7, 2): 2, (9, 2): 1, (11, 3): 1, (11, 4): 2, (13, 4): 1, (15, 5): 1, (15, 6): 1, (17, 6): 1}","{(9, 3): {2: 1}, (13, 5): {2: 1}}",12,2
6255,"[2, 3, 2, -1, 3, 2, 3, -1, 3]","{(-1, -2): 1, (3, -1): 1, (3, 0): 2, (5, 0): 1, (5, 1): 1, (7, 1): 1, (7, 2): 1, (9, 2): 1, (9, 3): 1, (11, 3): 1, (11, 4): 1, (13, 4): 1, (15, 5): 1}","{(1, -1): {2: 1}, (5, 1): {2: 1}, (7, 2): {2: 1}, (9, 3): {2: 1}, (11, 4): {2: 1}, (13, 5): {2: 1}}",14,6
6256,"[-1, -1, 1, 1, -2, 1, -2, -1, -2]","{(-6, -2): 1, (-4, -2): 1, (-2, 0): 1, (0, 0): 1}",{},4,0
6257,"[2, -2, 3, 3, 2, -3, -3, -1, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6258,"[2, 1, -3, -2, 2, 1, -1, -3, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6259,"[2, -1, 1, 2, 1, -3, 1, 3, -1]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
6260,"[-2, 1, -2, -2, -1, 1, 1, -3, 1]","{(-7, -3): 1, (-5, -2): 1, (-3, -2): 1, (-3, -1): 1, (-1, -1): 1, (-1, 0): 2, (1, 0): 2, (1, 1): 1, (3, 1): 1, (3, 2): 1, (5, 2): 1, (7, 3): 1}","{(-5, -2): {2: 1}, (-3, -1): {2: 1}, (-1, 0): {2: 1}, (1, 1): {2: 1}, (3, 2): {2: 1}, (5, 3): {2: 1}}",14,6
6261,"[1, -3, -1, 3, -2, -1, -2, 1, 1]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0
6262,"[-1, -3, 1, -1, -2, 1, -3, 2, 2]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
6263,"[1, 2, 2, -2, -2, -2, -1, 3, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6264,"[-3, 1, -1, -3, -3, -3, 3, -3, 3]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
6265,"[-3, 2, -2, -3, -1, -1, -3, 1, -2]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
6266,"[2, 1, -1, 2, 2, -2, 2, 1, -1]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
6267,"[-2, 3, 3, 1, 1, 3, -3, -3, -1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6268,"[2, 2, -3, -1, 3, 2, 1, 3, 2]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
6269,"[-2, 2, 2, -3, 1, -2, 1, 1, 2]","{(1, 0): 1, (3, 0): 1, (3, 1): 1, (5, 2): 1, (7, 2): 1, (9, 3): 1, (9, 4): 1, (13, 5): 1}","{(5, 2): {2: 1}, (7, 3): {2: 1}, (11, 5): {2: 1}}",8,3
6270,"[-2, 2, -1, 2, 3, 2, -2, -2, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6271,"[-2, -2, 1, 1, -1, 3, 2, 1, 3]","{(-1, 0): 2, (1, 0): 3, (1, 1): 1, (3, 0): 1, (5, 2): 1, (7, 4): 1, (9, 4): 1}","{(3, 2): {2: 1}}",10,1
6272,"[-3, -3, -3, -3, -3, -2, -3, -3, -2]","{(-22, -7): 1, (-20, -7): 1, (-18, -6): 1, (-18, -5): 1, (-16, -6): 1, (-14, -4): 2, (-14, -3): 1, (-12, -4): 1, (-10, -2): 1, (-8, 0): 1, (-6, 0): 1}","{(-20, -6): {2: 1}, (-18, -6): {2: 1}, (-16, -4): {2: 1}, (-12, -2): {2: 1}}",12,4
6273,"[2, 3, 1, -3, 2, -3, 1, 3, 2]","{(1, 0): 1, (3, 0): 2, (5, 0): 1, (5, 2): 1, (7, 2): 1, (9, 3): 1, (9, 4): 1, (11, 3): 1, (11, 4): 2, (13, 4): 1}","{(7, 3): {2: 1}, (9, 3): {2: 1}}",12,2
6274,"[-3, 1, -1, 2, -1, -3, -3, 3, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6275,"[2, -3, -3, 1, -1, 2, 1, -1, -1]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
6276,"[-3, 3, -3, 2, 2, -2, -1, -1, -3]","{(-11, -4): 1, (-9, -4): 1, (-7, -2): 2, (-5, -2): 2, (-3, 0): 1, (-1, 0): 1}",{},8,0
6277,"[-2, 1, -1, 2, -1, -1, -2, -2, -1]","{(-14, -5): 1, (-10, -4): 1, (-10, -3): 1, (-8, -2): 1, (-6, -2): 2, (-4, 0): 1, (-2, 0): 1}","{(-12, -4): {2: 1}, (-8, -2): {2: 1}}",8,2
6278,"[1, -2, -3, 2, -2, 2, -1, -1, 1]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0
6279,"[3, -2, -3, -1, -2, 1, -3, -3, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6280,"[2, -2, 1, 2, 3, -3, -1, 1, 2]","{(0, 0): 1, (2, 0): 1, (4, 2): 1, (6, 2): 1}",{},4,0
6281,"[3, 1, 3, -1, -3, 3, 3, 2, -3]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
6282,"[-3, 2, 3, 2, 1, 1, -3, 1, -3]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
6283,"[3, 1, 1, -3, -3, 1, 2, -3, 1]","{(-3, -2): 1, (-1, -2): 1, (1, 0): 2, (3, 0): 1, (5, 1): 1, (5, 2): 2, (7, 2): 1, (9, 3): 1, (9, 4): 1, (11, 4): 1}","{(3, 1): {2: 1}, (7, 3): {2: 1}}",12,2
6284,"[2, 2, 2, -1, 2, 2, 3, -1, -3]","{(-3, -2): 1, (-1, -2): 1, (1, -1): 1, (1, 0): 3, (3, -1): 1, (3, 0): 5, (3, 1): 1, (5, 0): 2, (5, 1): 2, (5, 2): 2, (7, 1): 1, (7, 2): 3, (7, 3): 1, (9, 2): 1, (9, 3): 3, (9, 4): 1, (11, 3): 2, (11, 4): 2, (13, 4): 1, (13, 5): 1, (15, 5): 1}","{(-1, -1): {2: 1}, (1, -1): {2: 1}, (3, 1): {2: 1}, (5, 1): {2: 1}, (5, 2): {2: 1}, (7, 2): {2: 1}, (7, 3): {2: 2}, (9, 3): {2: 2}, (9, 4): {2: 1}, (11, 4): {2: 1}, (11, 5): {2: 1}, (13, 5): {2: 1}}",36,14
6285,"[-1, -1, 3, 2, -1, 3, -3, 3, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6286,"[1, -2, -1, 2, -2, 2, 2, -1, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6287,"[-3, 2, 1, 1, -2, -2, -2, -1, -2]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
6288,"[-1, -3, -2, 1, 2, -3, 3, 2, -3]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
6289,"[-3, 1, -3, -1, -2, 1, -1, 3, -3]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
6290,"[1, 2, 1, -1, -3, -3, 2, -2, -2]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
6291,"[1, -1, 2, -2, -1, 3, 1, 3, -1]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
6292,"[1, 3, -2, -3, -1, 2, 1, -2, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6293,"[2, 2, -1, -1, 1, 3, 2, -1, 3]","{(-3, -2): 1, (1, -1): 1, (1, 0): 3, (3, 0): 3, (3, 1): 1, (5, 2): 2, (7, 2): 1, (9, 3): 2, (9, 4): 1, (11, 4): 1}","{(-1, -1): {2: 1}, (5, 2): {2: 1}, (7, 3): {2: 2}}",16,4
6294,"[2, -2, 2, 1, -3, 1, -1, 2, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6295,"[1, 1, 2, -3, 2, -2, 2, 1, 2]","{(3, 0): 1, (5, 0): 1, (7, 2): 1, (11, 3): 1, (11, 4): 1, (15, 5): 1}","{(9, 3): {2: 1}, (13, 5): {2: 1}}",6,2
6296,"[1, 1, 3, 2, 1, -2, -2, -2, -3]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0
6297,"[-3, -3, 3, -1, -2, 1, 2, -3, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6298,"[-3, 2, -1, -3, -2, 3, -3, -1, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6299,"[-1, -2, 3, 2, -2, 2, 3, -1, 2]","{(-5, -2): 1, (-1, -1): 1, (-1, 0): 1, (1, 0): 1, (1, 1): 1, (5, 2): 1}","{(-3, -1): {2: 1}, (3, 2): {2: 1}}",6,2
6300,"[-1, 1, 3, -2, -2, 1, -3, 3, -3]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
6301,"[-1, -2, -1, -3, 2, 2, 3, -2, 2]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
6302,"[1, -1, 1, -1, 3, 3, 2, -1, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6303,"[-3, -1, -1, 3, -2, -2, -1, 2, 1]","{(-11, -4): 1, (-9, -4): 2, (-7, -4): 1, (-7, -2): 1, (-5, -2): 1, (-3, -1): 1, (-3, 0): 1, (-1, -1): 1, (-1, 0): 2, (1, 0): 1}","{(-5, -1): {2: 1}, (-3, -1): {2: 1}}",12,2
6304,"[2, 1, -1, -2, 3, 3, 1, 2, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6305,"[-3, 1, 3, -2, 1, 2, -3, -3, -3]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
6306,"[3, -2, 1, -2, -2, 1, 2, -2, 2]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
6307,"[-2, -1, -1, 1, -2, -2, -3, -3, 3]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
6308,"[-3, 3, -1, -1, 2, 1, -2, 2, 1]","{(-2, 0): 1, (0, 0): 2, (2, 0): 1}",{},4,0
6309,"[2, -3, 2, -1, 3, 3, -3, -3, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6310,"[-1, -1, 3, 2, 1, -3, -3, 1, -3]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
6311,"[3, -2, -2, 1, -3, 3, 2, -1, 1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6312,"[-3, 2, -1, 2, 3, 1, -3, -3, 1]","{(-5, -2): 1, (-3, -2): 1, (-3, -1): 1, (-1, 0): 1, (1, 0): 2, (1, 1): 1, (3, 2): 1, (5, 2): 2, (7, 4): 1, (9, 4): 1}","{(-1, 0): {2: 1}, (3, 2): {2: 1}}",12,2
6313,"[3, 2, -1, -2, 1, 2, 2, -2, 3]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0
6314,"[1, -2, 2, -1, -3, -3, -3, 3, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6315,"[1, -1, -2, -2, -3, -2, 3, 3, -2]","{(-6, -2): 1, (-4, -2): 1, (-2, 0): 1, (0, 0): 1}",{},4,0
6316,"[-2, -2, -3, -2, 3, 3, 1, 3, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6317,"[-2, -2, 1, 2, -2, 3, 2, -3, 1]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
6318,"[-3, 3, -2, 1, 3, -1, -3, -1, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6319,"[-2, 2, -2, 2, 1, -3, -1, 3, -2]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0
6320,"[3, -1, 2, -1, 2, -1, -3, 2, -2]","{(-9, -3): 1, (-7, -3): 1, (-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, -1): 1, (-3, 0): 2, (-1, -1): 1, (-1, 0): 4, (-1, 1): 1, (1, 0): 2, (1, 1): 1, (3, 2): 1, (5, 2): 1}","{(-7, -2): {2: 1}, (-5, -2): {2: 1}, (-5, -1): {2: 1}, (-3, -1): {2: 1}, (1, 2): {2: 1}, (3, 2): {2: 1}}",20,6
6321,"[-2, -3, -3, 3, 3, -2, -2, 1, -3]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
6322,"[-3, -2, 3, -3, -3, -2, -2, 1, 3]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
6323,"[-3, 3, 2, 1, 3, -3, 1, 2, -3]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0
6324,"[-2, 3, 2, -2, 1, 1, -2, -1, -1]","{(-9, -4): 1, (-7, -4): 1, (-5, -2): 1, (-3, 0): 1, (-1, -1): 1, (-1, 0): 3, (1, 0): 2}","{(-3, -1): {2: 1}}",10,1
6325,"[-1, 3, -2, 3, -1, -1, -1, 3, -3]","{(-11, -4): 1, (-9, -4): 1, (-9, -3): 1, (-7, -2): 1, (-5, -2): 2, (-5, -1): 1, (-3, 0): 1, (-1, 0): 2, (1, 2): 1, (3, 2): 1}","{(-7, -2): {2: 1}, (-3, 0): {2: 1}}",12,2
6326,"[-1, -2, 2, 1, 2, -3, 1, 2, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6327,"[2, -2, 2, -3, 2, 3, 1, -3, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6328,"[2, -3, 2, 2, 3, 1, -3, -1, 3]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
6329,"[3, 3, -1, -1, 3, -1, 3, -1, -1]","{(-13, -5): 1, (-11, -5): 1, (-9, -4): 1, (-9, -3): 2, (-7, -4): 1, (-7, -3): 1, (-5, -2): 3, (-5, -1): 2, (-3, -2): 1, (-3, -1): 1, (-3, 0): 1, (-1, -1): 1, (-1, 0): 5, (-1, 1): 1, (1, 0): 2, (1, 1): 1, (1, 2): 1, (3, 1): 1, (3, 2): 2, (5, 2): 1, (5, 3): 1, (5, 4): 1, (7, 3): 1, (7, 4): 2, (9, 4): 1}","{(-11, -4): {2: 1}, (-9, -4): {2: 1}, (-7, -2): {2: 3}, (-5, -2): {2: 2}, (-5, -1): {2: 1}, (-3, -1): {2: 2}, (-3, 0): {2: 3}, (-1, 0): {2: 2}, (-1, 1): {2: 1}, (1, 1): {2: 2}, (1, 2): {2: 1}, (3, 2): {2: 1}, (3, 3): {2: 1}, (5, 3): {2: 1}}",36,22
6330,"[-2, -2, -1, 3, 1, -1, 2, -3, -2]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
6331,"[-3, 3, -1, -2, 3, 3, -1, 2, -3]","{(-5, -2): 1, (-1, -1): 1, (-1, 0): 1, (1, 0): 1, (1, 1): 1, (5, 2): 1}","{(-3, -1): {2: 1}, (3, 2): {2: 1}}",6,2
6332,"[3, 1, 3, -3, 2, 3, -3, 2, -1]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
6333,"[-3, 3, -2, -3, 3, 2, 3, 2, 2]","{(0, 0): 1, (2, 0): 1, (4, 2): 1, (6, 2): 1}",{},4,0
6334,"[3, -3, 3, 3, -1, -3, -3, 3, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6335,"[3, -1, -2, -2, 3, -2, 1, 3, -1]","{(-7, -3): 1, (-5, -2): 1, (-3, -2): 1, (-3, -1): 1, (-1, -1): 1, (-1, 0): 2, (1, 0): 2, (1, 1): 1, (3, 1): 1, (3, 2): 1, (5, 2): 1, (7, 3): 1}","{(-5, -2): {2: 1}, (-3, -1): {2: 1}, (-1, 0): {2: 1}, (1, 1): {2: 1}, (3, 2): {2: 1}, (5, 3): {2: 1}}",14,6
6336,"[-3, 1, 2, -1, -3, 3, -1, -3, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6337,"[3, 3, -1, -3, 3, 1, -1, 3, 3]","{(1, 0): 1, (3, 0): 2, (5, 0): 1, (5, 2): 1, (7, 2): 1, (9, 3): 1, (9, 4): 1, (11, 3): 1, (11, 4): 2, (13, 4): 1}","{(7, 3): {2: 1}, (9, 3): {2: 1}}",12,2
6338,"[-3, 3, -3, 3, 2, 1, -1, 1, -2]","{(-2, 0): 1, (0, 0): 2, (2, 0): 1}",{},4,0
6339,"[-1, -2, -3, 2, -3, 2, 2, -2, 2]","{(-5, -2): 1, (-1, -1): 1, (-1, 0): 1, (1, 0): 1, (1, 1): 1, (5, 2): 1}","{(-3, -1): {2: 1}, (3, 2): {2: 1}}",6,2
6340,"[-2, 2, 2, 3, 3, -1, -1, -3, 2]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
